CATEGORIES,COLOR,Sum of MAX,METRIC,TEAM,TOURNAMENT,URL LOGO,Sum of VALUE
DISTRIBUTIONS,#4ACFD3,150,PROGRESSIVE PASSES,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,98
DISTRIBUTIONS,#4ACFD3,150,PROGRESSIVE PASSES,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,107.33
DISTRIBUTIONS,#4ACFD3,100,"PROGRESSIVE PASSES ACCURATE, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,75
DISTRIBUTIONS,#4ACFD3,100,"PROGRESSIVE PASSES ACCURATE, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,74.62
DISTRIBUTIONS,#4ACFD3,100,"PROGRESSIVE PASSES ACCURATE, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,64.04
DISTRIBUTIONS,#4ACFD3,100,"PROGRESSIVE PASSES ACCURATE, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,76.29000000000002
DISTRIBUTIONS,#4ACFD3,100,"PROGRESSIVE PASSES ACCURATE, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,60.980000000000004
DISTRIBUTIONS,#4ACFD3,100,"PROGRESSIVE PASSES ACCURATE, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,75.33
DISTRIBUTIONS,#4ACFD3,100,"PROGRESSIVE PASSES ACCURATE, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,68.56
DISTRIBUTIONS,#4ACFD3,100,"PROGRESSIVE PASSES ACCURATE, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,64.5
DISTRIBUTIONS,#4ACFD3,100,"PROGRESSIVE PASSES ACCURATE, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,72.76
DISTRIBUTIONS,#4ACFD3,100,"PROGRESSIVE PASSES ACCURATE, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,75.41
DISTRIBUTIONS,#4ACFD3,100,"PROGRESSIVE PASSES ACCURATE, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,75.85
DISTRIBUTIONS,#4ACFD3,100,"PROGRESSIVE PASSES ACCURATE, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,71.12
INDIVIDUAL,#FBE523,100,ACTIONS IN OPPONENT'S BOX,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,27.5
INDIVIDUAL,#FBE523,100,ACTIONS IN OPPONENT'S BOX,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,58.33
INDIVIDUAL,#FBE523,100,ACTIONS IN OPPONENT'S BOX,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,14.67
INDIVIDUAL,#FBE523,100,ACTIONS IN OPPONENT'S BOX,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,68.33
INDIVIDUAL,#FBE523,100,ACTIONS IN OPPONENT'S BOX,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,34.5
INDIVIDUAL,#FBE523,100,ACTIONS IN OPPONENT'S BOX,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,32.67
INDIVIDUAL,#FBE523,100,ACTIONS IN OPPONENT'S BOX,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,39
INDIVIDUAL,#FBE523,100,ACTIONS IN OPPONENT'S BOX,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,29.5
INDIVIDUAL,#FBE523,100,ACTIONS IN OPPONENT'S BOX,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,36.67
INDIVIDUAL,#FBE523,100,ACTIONS IN OPPONENT'S BOX,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,53.33
INDIVIDUAL,#FBE523,100,ACTIONS IN OPPONENT'S BOX,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,46.33
INDIVIDUAL,#FBE523,100,ACTIONS IN OPPONENT'S BOX,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,42
INDIVIDUAL,#FBE523,100,"ACTIONS IN OPPONENT'S BOX SUCCESSFUL, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,41.82
INDIVIDUAL,#FBE523,100,"ACTIONS IN OPPONENT'S BOX SUCCESSFUL, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,55.43
INDIVIDUAL,#FBE523,100,"ACTIONS IN OPPONENT'S BOX SUCCESSFUL, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,36.36
INDIVIDUAL,#FBE523,100,"ACTIONS IN OPPONENT'S BOX SUCCESSFUL, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,50.24000000000001
INDIVIDUAL,#FBE523,100,"ACTIONS IN OPPONENT'S BOX SUCCESSFUL, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,53.620000000000005
INDIVIDUAL,#FBE523,100,"ACTIONS IN OPPONENT'S BOX SUCCESSFUL, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,47.96
INDIVIDUAL,#FBE523,100,"ACTIONS IN OPPONENT'S BOX SUCCESSFUL, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,46.150000000000006
INDIVIDUAL,#FBE523,100,"ACTIONS IN OPPONENT'S BOX SUCCESSFUL, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,45.76
INDIVIDUAL,#FBE523,100,"ACTIONS IN OPPONENT'S BOX SUCCESSFUL, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,50.91
INDIVIDUAL,#FBE523,100,"ACTIONS IN OPPONENT'S BOX SUCCESSFUL, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,45
INDIVIDUAL,#FBE523,100,"ACTIONS IN OPPONENT'S BOX SUCCESSFUL, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,41.730000000000004
INDIVIDUAL,#FBE523,100,"ACTIONS IN OPPONENT'S BOX SUCCESSFUL, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,37.3
INDIVIDUAL,#FBE523,100,"ACTIONS SUCCESSFUL, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,84.38
INDIVIDUAL,#FBE523,100,"ACTIONS SUCCESSFUL, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,81.9
INDIVIDUAL,#FBE523,100,"ACTIONS SUCCESSFUL, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,77.05
INDIVIDUAL,#FBE523,100,"ACTIONS SUCCESSFUL, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,78.4
INDIVIDUAL,#FBE523,100,"ACTIONS SUCCESSFUL, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,82.77
INDIVIDUAL,#FBE523,100,"ACTIONS SUCCESSFUL, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,81.42
INDIVIDUAL,#FBE523,100,"ACTIONS SUCCESSFUL, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,80.21
INDIVIDUAL,#FBE523,100,"ACTIONS SUCCESSFUL, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,77.74
INDIVIDUAL,#FBE523,100,"ACTIONS SUCCESSFUL, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,81.49
INDIVIDUAL,#FBE523,100,"ACTIONS SUCCESSFUL, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,80.67
INDIVIDUAL,#FBE523,100,"ACTIONS SUCCESSFUL, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,79.31
INDIVIDUAL,#FBE523,100,"ACTIONS SUCCESSFUL, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,79.31
INDIVIDUAL,#FBE523,100,"AERIAL CHALLENGES WON, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,52.17
INDIVIDUAL,#FBE523,100,"AERIAL CHALLENGES WON, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,48.35
INDIVIDUAL,#FBE523,100,"AERIAL CHALLENGES WON, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,47.620000000000005
INDIVIDUAL,#FBE523,100,"AERIAL CHALLENGES WON, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,45.11
INDIVIDUAL,#FBE523,100,"AERIAL CHALLENGES WON, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,68.25
INDIVIDUAL,#FBE523,100,"AERIAL CHALLENGES WON, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,47.06
INDIVIDUAL,#FBE523,100,"AERIAL CHALLENGES WON, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,44.92
INDIVIDUAL,#FBE523,100,"AERIAL CHALLENGES WON, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,56.98
INDIVIDUAL,#FBE523,100,"AERIAL CHALLENGES WON, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,50
INDIVIDUAL,#FBE523,100,"AERIAL CHALLENGES WON, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,51.82
INDIVIDUAL,#FBE523,100,"AERIAL CHALLENGES WON, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,46.28
INDIVIDUAL,#FBE523,100,"AERIAL CHALLENGES WON, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,43.480000000000004
INDIVIDUAL,#FBE523,100,"ATTACKING CHALLENGES WON, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,41.82
INDIVIDUAL,#FBE523,100,"ATTACKING CHALLENGES WON, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,48.78
INDIVIDUAL,#FBE523,100,"ATTACKING CHALLENGES WON, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,43.53
INDIVIDUAL,#FBE523,100,"ATTACKING CHALLENGES WON, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,40
INDIVIDUAL,#FBE523,100,"ATTACKING CHALLENGES WON, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,55.46
INDIVIDUAL,#FBE523,100,"ATTACKING CHALLENGES WON, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,45.22
INDIVIDUAL,#FBE523,100,"ATTACKING CHALLENGES WON, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,41.3
INDIVIDUAL,#FBE523,100,"ATTACKING CHALLENGES WON, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,44.230000000000004
INDIVIDUAL,#FBE523,100,"ATTACKING CHALLENGES WON, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,44.440000000000005
INDIVIDUAL,#FBE523,100,"ATTACKING CHALLENGES WON, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,51.47999999999999
INDIVIDUAL,#FBE523,100,"ATTACKING CHALLENGES WON, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,45.71
INDIVIDUAL,#FBE523,100,"ATTACKING CHALLENGES WON, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,43.18
INDIVIDUAL,#FBE523,100,"DEFENSIVE CHALLENGES WON, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,61.9
INDIVIDUAL,#FBE523,100,"DEFENSIVE CHALLENGES WON, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,52.690000000000005
INDIVIDUAL,#FBE523,100,"DEFENSIVE CHALLENGES WON, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,60.93000000000001
INDIVIDUAL,#FBE523,100,"DEFENSIVE CHALLENGES WON, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,63.78
INDIVIDUAL,#FBE523,100,"DEFENSIVE CHALLENGES WON, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,60.91
INDIVIDUAL,#FBE523,100,"DEFENSIVE CHALLENGES WON, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,53.88
INDIVIDUAL,#FBE523,100,"DEFENSIVE CHALLENGES WON, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,54.39000000000001
INDIVIDUAL,#FBE523,100,"DEFENSIVE CHALLENGES WON, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,52.629999999999995
INDIVIDUAL,#FBE523,100,"DEFENSIVE CHALLENGES WON, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,59.09000000000001
INDIVIDUAL,#FBE523,100,"DEFENSIVE CHALLENGES WON, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,56.56
INDIVIDUAL,#FBE523,100,"DEFENSIVE CHALLENGES WON, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,49.39
INDIVIDUAL,#FBE523,100,"DEFENSIVE CHALLENGES WON, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,52.96999999999999
INDIVIDUAL,#FBE523,100,"DRIBBLES SUCCESSFUL, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,50.72
INDIVIDUAL,#FBE523,100,"DRIBBLES SUCCESSFUL, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,68.25
INDIVIDUAL,#FBE523,100,"DRIBBLES SUCCESSFUL, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,56.58
INDIVIDUAL,#FBE523,100,"DRIBBLES SUCCESSFUL, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,48.89
INDIVIDUAL,#FBE523,100,"DRIBBLES SUCCESSFUL, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,70
INDIVIDUAL,#FBE523,100,"DRIBBLES SUCCESSFUL, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,54.84
INDIVIDUAL,#FBE523,100,"DRIBBLES SUCCESSFUL, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,52.17
INDIVIDUAL,#FBE523,100,"DRIBBLES SUCCESSFUL, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,50.91
INDIVIDUAL,#FBE523,100,"DRIBBLES SUCCESSFUL, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,53.42
INDIVIDUAL,#FBE523,100,"DRIBBLES SUCCESSFUL, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,61.540000000000006
INDIVIDUAL,#FBE523,100,"DRIBBLES SUCCESSFUL, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,58.9
INDIVIDUAL,#FBE523,100,"DRIBBLES SUCCESSFUL, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,50.77
INDIVIDUAL,#FBE523,100,"FINAL THIRD DRIIBLING SUCCESSFUL, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,48.89
INDIVIDUAL,#FBE523,100,"FINAL THIRD DRIIBLING SUCCESSFUL, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,67.5
INDIVIDUAL,#FBE523,100,"FINAL THIRD DRIIBLING SUCCESSFUL, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,52.94
INDIVIDUAL,#FBE523,100,"FINAL THIRD DRIIBLING SUCCESSFUL, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,41.94
INDIVIDUAL,#FBE523,100,"FINAL THIRD DRIIBLING SUCCESSFUL, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,70
INDIVIDUAL,#FBE523,100,"FINAL THIRD DRIIBLING SUCCESSFUL, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,40
INDIVIDUAL,#FBE523,100,"FINAL THIRD DRIIBLING SUCCESSFUL, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,54.55
INDIVIDUAL,#FBE523,100,"FINAL THIRD DRIIBLING SUCCESSFUL, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,43.480000000000004
INDIVIDUAL,#FBE523,100,"FINAL THIRD DRIIBLING SUCCESSFUL, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,45.1
INDIVIDUAL,#FBE523,100,"FINAL THIRD DRIIBLING SUCCESSFUL, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,50.91
INDIVIDUAL,#FBE523,100,"FINAL THIRD DRIIBLING SUCCESSFUL, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,53.33
INDIVIDUAL,#FBE523,100,"FINAL THIRD DRIIBLING SUCCESSFUL, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,48.65
INDIVIDUAL,#FBE523,100,INTERCEPTIONS,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,39.5
INDIVIDUAL,#FBE523,100,INTERCEPTIONS,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,56.67
INDIVIDUAL,#FBE523,100,INTERCEPTIONS,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,67
INDIVIDUAL,#FBE523,100,INTERCEPTIONS,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,40.67
INDIVIDUAL,#FBE523,100,INTERCEPTIONS,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,44.5
INDIVIDUAL,#FBE523,100,INTERCEPTIONS,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,43
INDIVIDUAL,#FBE523,100,INTERCEPTIONS,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,46.67
INDIVIDUAL,#FBE523,100,INTERCEPTIONS,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,44.5
INDIVIDUAL,#FBE523,100,INTERCEPTIONS,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,46.33
INDIVIDUAL,#FBE523,100,INTERCEPTIONS,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,41
INDIVIDUAL,#FBE523,100,INTERCEPTIONS,United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,58.33
INDIVIDUAL,#FBE523,100,INTERCEPTIONS,Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,52.33
INDIVIDUAL,#FBE523,100,"TACKLES SUCCESSFUL, %",Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,66.04
INDIVIDUAL,#FBE523,100,"TACKLES SUCCESSFUL, %",Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,61.4
INDIVIDUAL,#FBE523,100,"TACKLES SUCCESSFUL, %",Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,63.29
INDIVIDUAL,#FBE523,100,"TACKLES SUCCESSFUL, %",Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,87.3
INDIVIDUAL,#FBE523,100,"TACKLES SUCCESSFUL, %",Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,56.10000000000001
INDIVIDUAL,#FBE523,100,"TACKLES SUCCESSFUL, %",Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,58.56
INDIVIDUAL,#FBE523,100,"TACKLES SUCCESSFUL, %",Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,62.24000000000001
INDIVIDUAL,#FBE523,100,"TACKLES SUCCESSFUL, %",Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,53.09
INDIVIDUAL,#FBE523,100,"TACKLES SUCCESSFUL, %",Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,58.9
INDIVIDUAL,#FBE523,100,"TACKLES SUCCESSFUL, %",Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,55.78999999999999
INDIVIDUAL,#FBE523,100,"TACKLES SUCCESSFUL, %",United States,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xfxMId8k-MPdHoKT3.png,48.89
INDIVIDUAL,#FBE523,100,"TACKLES SUCCESSFUL, %",Uruguay,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/pvtmslhT-WdZ4jMrq.png,52.44
INDIVIDUAL,#FBE523,1500,TOTAL ACTIONS,Algeria,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/A9ccQtU0-YFbDUeTh.png,938
INDIVIDUAL,#FBE523,1500,TOTAL ACTIONS,Belgium,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/AqUnTDAN-dtrVaP64.png,878.33
INDIVIDUAL,#FBE523,1500,TOTAL ACTIONS,Cabo Verde,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/vRSce5lC-GvK8wiCN.png,690
INDIVIDUAL,#FBE523,1500,TOTAL ACTIONS,Canada,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/0U0WjVkl-EqLGVN18.png,807
INDIVIDUAL,#FBE523,1500,TOTAL ACTIONS,Colombia,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/Y70aXOTH-C6kVdO5F.png,815.5
INDIVIDUAL,#FBE523,1500,TOTAL ACTIONS,Ecuador,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/nun1o8jC-IPF97VQ3.png,846.67
INDIVIDUAL,#FBE523,1500,TOTAL ACTIONS,Egypt,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/SKagcEU0-tY1cOGyQ.png,822
INDIVIDUAL,#FBE523,1500,TOTAL ACTIONS,Panama,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/WYjftaA6-6yXdouA1.png,804
INDIVIDUAL,#FBE523,1500,TOTAL ACTIONS,Senegal,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/xORbTVT0-lQcLqf4g.png,841
INDIVIDUAL,#FBE523,1500,TOTAL ACTIONS,Turkey,FIFA WORLD CUP,https://static.flashscore.com/res/image/data/OIr3e18k-Cfuwb3yH.png,1014
